,ann_status,ann_type,chromosome_id,end,extra_index,extra_index_name,id,note,source,start,strand
277,middle,cds,chr1,15,8,middle,seq_348,,unit_test_region_chr1_plus_5_seed_52,4,plus
278,middle,cds,chr1,14,8,middle,seq_349,,unit_test_region_chr1_plus_5_seed_52,1,plus
279,start,cds,chr1,12,7,start,seq_35,,unit_test_region_chr1_plus_5_seed_102,2,plus
280,middle,cds,chr1,12,8,middle,seq_350,,unit_test_region_chr1_plus_5_seed_52,1,plus
281,middle,cds,chr1,14,8,middle,seq_351,,unit_test_region_chr1_plus_5_seed_52,2,plus
282,middle,cds,chr1,15,8,middle,seq_352,,unit_test_region_chr1_plus_5_seed_52,1,plus
283,middle,cds,chr1,12,8,middle,seq_353,,unit_test_region_chr1_plus_5_seed_52,1,plus
284,middle,cds,chr1,23,16,middle,seq_354,,unit_test_region_chr1_plus_6_seed_53,12,plus
285,middle,cds,chr1,21,16,middle,seq_355,,unit_test_region_chr1_plus_6_seed_53,10,plus
286,middle,cds,chr1,22,16,middle,seq_356,,unit_test_region_chr1_plus_6_seed_53,10,plus
287,middle,cds,chr1,20,16,middle,seq_357,,unit_test_region_chr1_plus_6_seed_53,9,plus
288,middle,cds,chr1,20,16,middle,seq_358,,unit_test_region_chr1_plus_6_seed_53,12,plus
289,middle,cds,chr1,23,16,middle,seq_359,,unit_test_region_chr1_plus_6_seed_53,11,plus
290,middle,cds,chr1,20,16,middle,seq_36,,unit_test_region_chr1_plus_6_seed_103,12,plus
291,middle,cds,chr1,14,8,middle,seq_360,,unit_test_region_chr1_plus_5_seed_54,4,plus
292,middle,cds,chr1,12,8,middle,seq_361,,unit_test_region_chr1_plus_5_seed_54,2,plus
293,middle,cds,chr1,14,8,middle,seq_362,,unit_test_region_chr1_plus_5_seed_54,3,plus
294,middle,cds,chr1,13,8,middle,seq_363,,unit_test_region_chr1_plus_5_seed_54,2,plus
295,middle,cds,chr1,15,8,middle,seq_364,,unit_test_region_chr1_plus_5_seed_54,4,plus
296,middle,cds,chr1,14,8,middle,seq_365,,unit_test_region_chr1_plus_5_seed_54,2,plus
297,start,cds,chr1,22,15,start,seq_366,,unit_test_region_chr1_plus_6_seed_55,8,plus
298,start,cds,chr1,22,15,start,seq_367,,unit_test_region_chr1_plus_6_seed_55,9,plus
299,start,cds,chr1,22,15,start,seq_368,,unit_test_region_chr1_plus_6_seed_55,8,plus
300,start,cds,chr1,20,15,start,seq_369,,unit_test_region_chr1_plus_6_seed_55,10,plus
301,middle,cds,chr1,21,16,middle,seq_37,,unit_test_region_chr1_plus_6_seed_103,10,plus
302,start,cds,chr1,21,15,start,seq_370,,unit_test_region_chr1_plus_6_seed_55,11,plus
303,start,cds,chr1,22,15,start,seq_371,,unit_test_region_chr1_plus_6_seed_55,8,plus
304,middle,cds,chr1,21,16,middle,seq_372,,unit_test_region_chr1_plus_6_seed_56,9,plus
305,middle,cds,chr1,23,16,middle,seq_373,,unit_test_region_chr1_plus_6_seed_56,9,plus
306,middle,cds,chr1,21,16,middle,seq_374,,unit_test_region_chr1_plus_6_seed_56,12,plus
307,middle,cds,chr1,21,16,middle,seq_375,,unit_test_region_chr1_plus_6_seed_56,11,plus
308,middle,cds,chr1,23,16,middle,seq_376,,unit_test_region_chr1_plus_6_seed_56,9,plus
309,middle,cds,chr1,21,16,middle,seq_377,,unit_test_region_chr1_plus_6_seed_56,12,plus
310,middle,cds,chr1,15,8,middle,seq_378,,unit_test_region_chr1_plus_5_seed_57,1,plus
311,middle,cds,chr1,15,8,middle,seq_379,,unit_test_region_chr1_plus_5_seed_57,1,plus
312,middle,cds,chr1,21,16,middle,seq_38,,unit_test_region_chr1_plus_6_seed_103,9,plus
313,middle,cds,chr1,13,8,middle,seq_380,,unit_test_region_chr1_plus_5_seed_57,1,plus
314,middle,cds,chr1,13,8,middle,seq_381,,unit_test_region_chr1_plus_5_seed_57,4,plus
315,middle,cds,chr1,12,8,middle,seq_382,,unit_test_region_chr1_plus_5_seed_57,4,plus
316,middle,cds,chr1,13,8,middle,seq_383,,unit_test_region_chr1_plus_5_seed_57,4,plus
317,middle,cds,chr1,21,16,middle,seq_384,,unit_test_region_chr1_plus_6_seed_58,9,plus
318,middle,cds,chr1,22,16,middle,seq_385,,unit_test_region_chr1_plus_6_seed_58,9,plus
319,middle,cds,chr1,22,16,middle,seq_386,,unit_test_region_chr1_plus_6_seed_58,10,plus
320,middle,cds,chr1,20,16,middle,seq_387,,unit_test_region_chr1_plus_6_seed_58,11,plus
321,middle,cds,chr1,21,16,middle,seq_388,,unit_test_region_chr1_plus_6_seed_58,10,plus
322,middle,cds,chr1,23,16,middle,seq_389,,unit_test_region_chr1_plus_6_seed_58,12,plus
323,middle,cds,chr1,21,16,middle,seq_39,,unit_test_region_chr1_plus_6_seed_103,12,plus
324,end,cds,chr1,16,10,end,seq_390,,unit_test_region_chr1_plus_5_seed_59,3,plus
325,end,cds,chr1,15,10,end,seq_391,,unit_test_region_chr1_plus_5_seed_59,4,plus
326,end,cds,chr1,16,10,end,seq_392,,unit_test_region_chr1_plus_5_seed_59,5,plus
327,end,cds,chr1,16,10,end,seq_393,,unit_test_region_chr1_plus_5_seed_59,5,plus
328,end,cds,chr1,15,10,end,seq_394,,unit_test_region_chr1_plus_5_seed_59,5,plus
329,end,cds,chr1,15,10,end,seq_395,,unit_test_region_chr1_plus_5_seed_59,6,plus
330,start,intergenic_region,chr1,25,20,start,seq_396,,unit_test_region_chr1_plus_1_seed_6,16,plus
331,start,intergenic_region,chr1,27,20,start,seq_397,,unit_test_region_chr1_plus_1_seed_6,14,plus
332,start,intergenic_region,chr1,24,20,start,seq_398,,unit_test_region_chr1_plus_1_seed_6,14,plus
333,start,intergenic_region,chr1,27,20,start,seq_399,,unit_test_region_chr1_plus_1_seed_6,15,plus
334,start,intergenic_region,chr1,25,20,start,seq_4,,unit_test_region_chr1_plus_1_seed_0,13,plus
335,middle,cds,chr1,23,16,middle,seq_40,,unit_test_region_chr1_plus_6_seed_103,12,plus
336,start,intergenic_region,chr1,26,20,start,seq_400,,unit_test_region_chr1_plus_1_seed_6,13,plus
337,start,intergenic_region,chr1,27,20,start,seq_401,,unit_test_region_chr1_plus_1_seed_6,14,plus
338,middle,cds,chr1,14,8,middle,seq_402,,unit_test_region_chr1_plus_5_seed_60,4,plus
339,middle,cds,chr1,12,8,middle,seq_403,,unit_test_region_chr1_plus_5_seed_60,4,plus
340,middle,cds,chr1,14,8,middle,seq_404,,unit_test_region_chr1_plus_5_seed_60,3,plus
341,middle,cds,chr1,14,8,middle,seq_405,,unit_test_region_chr1_plus_5_seed_60,2,plus
342,middle,cds,chr1,13,8,middle,seq_406,,unit_test_region_chr1_plus_5_seed_60,3,plus
343,middle,cds,chr1,12,8,middle,seq_407,,unit_test_region_chr1_plus_5_seed_60,4,plus
344,end,cds,chr1,17,10,end,seq_408,,unit_test_region_chr1_plus_5_seed_61,4,plus
345,end,cds,chr1,17,10,end,seq_409,,unit_test_region_chr1_plus_5_seed_61,3,plus
346,middle,cds,chr1,21,16,middle,seq_41,,unit_test_region_chr1_plus_6_seed_103,10,plus
347,end,cds,chr1,17,10,end,seq_410,,unit_test_region_chr1_plus_5_seed_61,4,plus
348,end,cds,chr1,15,10,end,seq_411,,unit_test_region_chr1_plus_5_seed_61,5,plus
349,end,cds,chr1,15,10,end,seq_412,,unit_test_region_chr1_plus_5_seed_61,5,plus
350,end,cds,chr1,14,10,end,seq_413,,unit_test_region_chr1_plus_5_seed_61,4,plus
351,middle,cds,chr1,15,8,middle,seq_414,,unit_test_region_chr1_plus_5_seed_62,3,plus
352,middle,cds,chr1,13,8,middle,seq_415,,unit_test_region_chr1_plus_5_seed_62,4,plus
353,middle,cds,chr1,15,8,middle,seq_416,,unit_test_region_chr1_plus_5_seed_62,3,plus
354,middle,cds,chr1,14,8,middle,seq_417,,unit_test_region_chr1_plus_5_seed_62,1,plus
355,middle,cds,chr1,14,8,middle,seq_418,,unit_test_region_chr1_plus_5_seed_62,4,plus
356,middle,cds,chr1,14,8,middle,seq_419,,unit_test_region_chr1_plus_5_seed_62,2,plus
357,end,cds,chr1,17,10,end,seq_42,,unit_test_region_chr1_plus_5_seed_104,5,plus
358,middle,cds,chr1,15,8,middle,seq_420,,unit_test_region_chr1_plus_5_seed_63,3,plus
359,middle,cds,chr1,15,8,middle,seq_421,,unit_test_region_chr1_plus_5_seed_63,3,plus
360,middle,cds,chr1,13,8,middle,seq_422,,unit_test_region_chr1_plus_5_seed_63,1,plus
361,middle,cds,chr1,12,8,middle,seq_423,,unit_test_region_chr1_plus_5_seed_63,4,plus
362,middle,cds,chr1,14,8,middle,seq_424,,unit_test_region_chr1_plus_5_seed_63,2,plus
363,middle,cds,chr1,15,8,middle,seq_425,,unit_test_region_chr1_plus_5_seed_63,1,plus
364,end,cds,chr1,22,17,end,seq_426,,unit_test_region_chr1_plus_6_seed_64,13,plus
365,end,cds,chr1,21,17,end,seq_427,,unit_test_region_chr1_plus_6_seed_64,10,plus
366,end,cds,chr1,21,17,end,seq_428,,unit_test_region_chr1_plus_6_seed_64,10,plus
367,end,cds,chr1,22,17,end,seq_429,,unit_test_region_chr1_plus_6_seed_64,12,plus
368,end,cds,chr1,14,10,end,seq_43,,unit_test_region_chr1_plus_5_seed_104,3,plus
369,end,cds,chr1,22,17,end,seq_430,,unit_test_region_chr1_plus_6_seed_64,12,plus
370,end,cds,chr1,23,17,end,seq_431,,unit_test_region_chr1_plus_6_seed_64,13,plus
371,start,cds,chr1,14,7,start,seq_432,,unit_test_region_chr1_plus_5_seed_65,3,plus
372,start,cds,chr1,14,7,start,seq_433,,unit_test_region_chr1_plus_5_seed_65,0,plus
373,start,cds,chr1,14,7,start,seq_434,,unit_test_region_chr1_plus_5_seed_65,2,plus
374,start,cds,chr1,11,7,start,seq_435,,unit_test_region_chr1_plus_5_seed_65,1,plus
375,start,cds,chr1,12,7,start,seq_436,,unit_test_region_chr1_plus_5_seed_65,3,plus
376,start,cds,chr1,14,7,start,seq_437,,unit_test_region_chr1_plus_5_seed_65,1,plus
377,middle,cds,chr1,12,8,middle,seq_438,,unit_test_region_chr1_plus_5_seed_66,4,plus
378,middle,cds,chr1,15,8,middle,seq_439,,unit_test_region_chr1_plus_5_seed_66,2,plus
379,end,cds,chr1,15,10,end,seq_44,,unit_test_region_chr1_plus_5_seed_104,5,plus
380,middle,cds,chr1,15,8,middle,seq_440,,unit_test_region_chr1_plus_5_seed_66,3,plus
381,middle,cds,chr1,14,8,middle,seq_441,,unit_test_region_chr1_plus_5_seed_66,2,plus
382,middle,cds,chr1,15,8,middle,seq_442,,unit_test_region_chr1_plus_5_seed_66,4,plus
383,middle,cds,chr1,13,8,middle,seq_443,,unit_test_region_chr1_plus_5_seed_66,2,plus
384,end,cds,chr1,16,10,end,seq_444,,unit_test_region_chr1_plus_5_seed_67,4,plus
385,end,cds,chr1,16,10,end,seq_445,,unit_test_region_chr1_plus_5_seed_67,3,plus
386,end,cds,chr1,17,10,end,seq_446,,unit_test_region_chr1_plus_5_seed_67,5,plus
387,end,cds,chr1,14,10,end,seq_447,,unit_test_region_chr1_plus_5_seed_67,6,plus
388,end,cds,chr1,14,10,end,seq_448,,unit_test_region_chr1_plus_5_seed_67,5,plus
389,end,cds,chr1,14,10,end,seq_449,,unit_test_region_chr1_plus_5_seed_67,6,plus
390,end,cds,chr1,15,10,end,seq_45,,unit_test_region_chr1_plus_5_seed_104,5,plus
391,start,cds,chr1,14,7,start,seq_450,,unit_test_region_chr1_plus_5_seed_68,2,plus
392,start,cds,chr1,13,7,start,seq_451,,unit_test_region_chr1_plus_5_seed_68,3,plus
393,start,cds,chr1,12,7,start,seq_452,,unit_test_region_chr1_plus_5_seed_68,1,plus
394,start,cds,chr1,13,7,start,seq_453,,unit_test_region_chr1_plus_5_seed_68,2,plus
395,start,cds,chr1,13,7,start,seq_454,,unit_test_region_chr1_plus_5_seed_68,2,plus
396,start,cds,chr1,12,7,start,seq_455,,unit_test_region_chr1_plus_5_seed_68,3,plus
397,end,cds,chr1,14,10,end,seq_456,,unit_test_region_chr1_plus_5_seed_69,4,plus
398,end,cds,chr1,16,10,end,seq_457,,unit_test_region_chr1_plus_5_seed_69,4,plus
399,end,cds,chr1,16,10,end,seq_458,,unit_test_region_chr1_plus_5_seed_69,4,plus
400,end,cds,chr1,15,10,end,seq_459,,unit_test_region_chr1_plus_5_seed_69,3,plus
401,end,cds,chr1,15,10,end,seq_46,,unit_test_region_chr1_plus_5_seed_104,3,plus
402,end,cds,chr1,15,10,end,seq_460,,unit_test_region_chr1_plus_5_seed_69,5,plus
403,end,cds,chr1,14,10,end,seq_461,,unit_test_region_chr1_plus_5_seed_69,4,plus
404,end,intergenic_region,chr1,34,29,end,seq_462,,unit_test_region_chr1_plus_1_seed_7,22,plus
405,end,intergenic_region,chr1,36,29,end,seq_463,,unit_test_region_chr1_plus_1_seed_7,25,plus
406,end,intergenic_region,chr1,34,29,end,seq_464,,unit_test_region_chr1_plus_1_seed_7,23,plus
407,end,intergenic_region,chr1,33,29,end,seq_465,,unit_test_region_chr1_plus_1_seed_7,24,plus
408,end,intergenic_region,chr1,34,29,end,seq_466,,unit_test_region_chr1_plus_1_seed_7,22,plus
409,end,intergenic_region,chr1,34,29,end,seq_467,,unit_test_region_chr1_plus_1_seed_7,22,plus
410,start,cds,chr1,12,7,start,seq_468,,unit_test_region_chr1_plus_5_seed_70,3,plus
411,start,cds,chr1,14,7,start,seq_469,,unit_test_region_chr1_plus_5_seed_70,0,plus
412,end,cds,chr1,14,10,end,seq_47,,unit_test_region_chr1_plus_5_seed_104,6,plus
413,start,cds,chr1,14,7,start,seq_470,,unit_test_region_chr1_plus_5_seed_70,3,plus
414,start,cds,chr1,13,7,start,seq_471,,unit_test_region_chr1_plus_5_seed_70,1,plus
415,start,cds,chr1,14,7,start,seq_472,,unit_test_region_chr1_plus_5_seed_70,2,plus
416,start,cds,chr1,14,7,start,seq_473,,unit_test_region_chr1_plus_5_seed_70,1,plus
417,start,cds,chr1,21,15,start,seq_474,,unit_test_region_chr1_plus_6_seed_71,8,plus
418,start,cds,chr1,20,15,start,seq_475,,unit_test_region_chr1_plus_6_seed_71,8,plus
419,start,cds,chr1,22,15,start,seq_476,,unit_test_region_chr1_plus_6_seed_71,8,plus
420,start,cds,chr1,21,15,start,seq_477,,unit_test_region_chr1_plus_6_seed_71,10,plus
421,start,cds,chr1,21,15,start,seq_478,,unit_test_region_chr1_plus_6_seed_71,11,plus
422,start,cds,chr1,19,15,start,seq_479,,unit_test_region_chr1_plus_6_seed_71,11,plus
423,start,cds,chr1,22,15,start,seq_48,,unit_test_region_chr1_plus_6_seed_105,11,plus
424,middle,cds,chr1,13,8,middle,seq_480,,unit_test_region_chr1_plus_5_seed_72,4,plus
425,middle,cds,chr1,12,8,middle,seq_481,,unit_test_region_chr1_plus_5_seed_72,1,plus
426,middle,cds,chr1,12,8,middle,seq_482,,unit_test_region_chr1_plus_5_seed_72,3,plus
427,middle,cds,chr1,12,8,middle,seq_483,,unit_test_region_chr1_plus_5_seed_72,2,plus
428,middle,cds,chr1,15,8,middle,seq_484,,unit_test_region_chr1_plus_5_seed_72,2,plus
429,middle,cds,chr1,14,8,middle,seq_485,,unit_test_region_chr1_plus_5_seed_72,4,plus
430,start,cds,chr1,14,7,start,seq_486,,unit_test_region_chr1_plus_5_seed_73,1,plus
431,start,cds,chr1,11,7,start,seq_487,,unit_test_region_chr1_plus_5_seed_73,2,plus
432,start,cds,chr1,14,7,start,seq_488,,unit_test_region_chr1_plus_5_seed_73,0,plus
433,start,cds,chr1,11,7,start,seq_489,,unit_test_region_chr1_plus_5_seed_73,2,plus
434,start,cds,chr1,19,15,start,seq_49,,unit_test_region_chr1_plus_6_seed_105,8,plus
435,start,cds,chr1,13,7,start,seq_490,,unit_test_region_chr1_plus_5_seed_73,0,plus
436,start,cds,chr1,13,7,start,seq_491,,unit_test_region_chr1_plus_5_seed_73,0,plus
437,end,cds,chr1,21,17,end,seq_492,,unit_test_region_chr1_plus_6_seed_74,13,plus
438,end,cds,chr1,23,17,end,seq_493,,unit_test_region_chr1_plus_6_seed_74,11,plus
439,end,cds,chr1,22,17,end,seq_494,,unit_test_region_chr1_plus_6_seed_74,10,plus
440,end,cds,chr1,24,17,end,seq_495,,unit_test_region_chr1_plus_6_seed_74,13,plus
441,end,cds,chr1,23,17,end,seq_496,,unit_test_region_chr1_plus_6_seed_74,12,plus
442,end,cds,chr1,24,17,end,seq_497,,unit_test_region_chr1_plus_6_seed_74,13,plus
443,end,cds,chr1,23,17,end,seq_498,,unit_test_region_chr1_plus_6_seed_75,10,plus
444,end,cds,chr1,21,17,end,seq_499,,unit_test_region_chr1_plus_6_seed_75,13,plus
445,start,intergenic_region,chr1,27,20,start,seq_5,,unit_test_region_chr1_plus_1_seed_0,13,plus
446,start,cds,chr1,19,15,start,seq_50,,unit_test_region_chr1_plus_6_seed_105,10,plus
447,end,cds,chr1,23,17,end,seq_500,,unit_test_region_chr1_plus_6_seed_75,11,plus
448,end,cds,chr1,23,17,end,seq_501,,unit_test_region_chr1_plus_6_seed_75,11,plus
449,end,cds,chr1,24,17,end,seq_502,,unit_test_region_chr1_plus_6_seed_75,13,plus
450,end,cds,chr1,24,17,end,seq_503,,unit_test_region_chr1_plus_6_seed_75,13,plus
451,middle,cds,chr1,21,16,middle,seq_504,,unit_test_region_chr1_plus_6_seed_76,9,plus
452,middle,cds,chr1,21,16,middle,seq_505,,unit_test_region_chr1_plus_6_seed_76,11,plus
453,middle,cds,chr1,21,16,middle,seq_506,,unit_test_region_chr1_plus_6_seed_76,9,plus
454,middle,cds,chr1,20,16,middle,seq_507,,unit_test_region_chr1_plus_6_seed_76,12,plus
455,middle,cds,chr1,20,16,middle,seq_508,,unit_test_region_chr1_plus_6_seed_76,9,plus
456,middle,cds,chr1,22,16,middle,seq_509,,unit_test_region_chr1_plus_6_seed_76,9,plus
457,start,cds,chr1,21,15,start,seq_51,,unit_test_region_chr1_plus_6_seed_105,8,plus
458,start,cds,chr1,20,15,start,seq_510,,unit_test_region_chr1_plus_6_seed_77,11,plus
459,start,cds,chr1,19,15,start,seq_511,,unit_test_region_chr1_plus_6_seed_77,11,plus
460,start,cds,chr1,19,15,start,seq_512,,unit_test_region_chr1_plus_6_seed_77,9,plus
461,start,cds,chr1,21,15,start,seq_513,,unit_test_region_chr1_plus_6_seed_77,9,plus
462,start,cds,chr1,22,15,start,seq_514,,unit_test_region_chr1_plus_6_seed_77,8,plus
463,start,cds,chr1,21,15,start,seq_515,,unit_test_region_chr1_plus_6_seed_77,8,plus
464,end,cds,chr1,23,17,end,seq_516,,unit_test_region_chr1_plus_6_seed_78,10,plus
465,end,cds,chr1,23,17,end,seq_517,,unit_test_region_chr1_plus_6_seed_78,10,plus
466,end,cds,chr1,23,17,end,seq_518,,unit_test_region_chr1_plus_6_seed_78,11,plus
467,end,cds,chr1,24,17,end,seq_519,,unit_test_region_chr1_plus_6_seed_78,13,plus
468,start,cds,chr1,22,15,start,seq_52,,unit_test_region_chr1_plus_6_seed_105,8,plus
469,end,cds,chr1,22,17,end,seq_520,,unit_test_region_chr1_plus_6_seed_78,11,plus
470,end,cds,chr1,21,17,end,seq_521,,unit_test_region_chr1_plus_6_seed_78,12,plus
471,middle,cds,chr1,15,8,middle,seq_522,,unit_test_region_chr1_plus_5_seed_79,1,plus
472,middle,cds,chr1,12,8,middle,seq_523,,unit_test_region_chr1_plus_5_seed_79,3,plus
473,middle,cds,chr1,15,8,middle,seq_524,,unit_test_region_chr1_plus_5_seed_79,2,plus
474,middle,cds,chr1,13,8,middle,seq_525,,unit_test_region_chr1_plus_5_seed_79,1,plus
475,middle,cds,chr1,13,8,middle,seq_526,,unit_test_region_chr1_plus_5_seed_79,2,plus
476,middle,cds,chr1,15,8,middle,seq_527,,unit_test_region_chr1_plus_5_seed_79,3,plus
477,start,intergenic_region,chr1,26,20,start,seq_528,,unit_test_region_chr1_plus_1_seed_8,13,plus
478,start,intergenic_region,chr1,25,20,start,seq_529,,unit_test_region_chr1_plus_1_seed_8,16,plus
479,start,cds,chr1,20,15,start,seq_53,,unit_test_region_chr1_plus_6_seed_105,8,plus
480,start,intergenic_region,chr1,24,20,start,seq_530,,unit_test_region_chr1_plus_1_seed_8,13,plus
481,start,intergenic_region,chr1,24,20,start,seq_531,,unit_test_region_chr1_plus_1_seed_8,13,plus
482,start,intergenic_region,chr1,24,20,start,seq_532,,unit_test_region_chr1_plus_1_seed_8,14,plus
483,start,intergenic_region,chr1,24,20,start,seq_533,,unit_test_region_chr1_plus_1_seed_8,13,plus
484,start,cds,chr1,14,7,start,seq_534,,unit_test_region_chr1_plus_5_seed_80,1,plus
485,start,cds,chr1,12,7,start,seq_535,,unit_test_region_chr1_plus_5_seed_80,0,plus
486,start,cds,chr1,12,7,start,seq_536,,unit_test_region_chr1_plus_5_seed_80,2,plus
487,start,cds,chr1,14,7,start,seq_537,,unit_test_region_chr1_plus_5_seed_80,0,plus
488,start,cds,chr1,11,7,start,seq_538,,unit_test_region_chr1_plus_5_seed_80,2,plus
489,start,cds,chr1,11,7,start,seq_539,,unit_test_region_chr1_plus_5_seed_80,3,plus
490,middle,cds,chr1,21,16,middle,seq_54,,unit_test_region_chr1_plus_6_seed_106,9,plus
491,end,cds,chr1,15,10,end,seq_540,,unit_test_region_chr1_plus_5_seed_81,3,plus
492,end,cds,chr1,17,10,end,seq_541,,unit_test_region_chr1_plus_5_seed_81,3,plus
493,end,cds,chr1,16,10,end,seq_542,,unit_test_region_chr1_plus_5_seed_81,6,plus
494,end,cds,chr1,14,10,end,seq_543,,unit_test_region_chr1_plus_5_seed_81,4,plus
495,end,cds,chr1,15,10,end,seq_544,,unit_test_region_chr1_plus_5_seed_81,3,plus
496,end,cds,chr1,16,10,end,seq_545,,unit_test_region_chr1_plus_5_seed_81,3,plus
497,middle,cds,chr1,23,16,middle,seq_546,,unit_test_region_chr1_plus_6_seed_82,9,plus
498,middle,cds,chr1,22,16,middle,seq_547,,unit_test_region_chr1_plus_6_seed_82,12,plus
499,middle,cds,chr1,22,16,middle,seq_548,,unit_test_region_chr1_plus_6_seed_82,12,plus
500,middle,cds,chr1,23,16,middle,seq_549,,unit_test_region_chr1_plus_6_seed_82,10,plus
501,middle,cds,chr1,23,16,middle,seq_55,,unit_test_region_chr1_plus_6_seed_106,10,plus
502,middle,cds,chr1,21,16,middle,seq_550,,unit_test_region_chr1_plus_6_seed_82,9,plus
503,middle,cds,chr1,20,16,middle,seq_551,,unit_test_region_chr1_plus_6_seed_82,12,plus
504,end,cds,chr1,16,10,end,seq_552,,unit_test_region_chr1_plus_5_seed_83,3,plus
505,end,cds,chr1,17,10,end,seq_553,,unit_test_region_chr1_plus_5_seed_83,3,plus
506,end,cds,chr1,14,10,end,seq_554,,unit_test_region_chr1_plus_5_seed_83,3,plus
507,end,cds,chr1,14,10,end,seq_555,,unit_test_region_chr1_plus_5_seed_83,5,plus
508,end,cds,chr1,17,10,end,seq_556,,unit_test_region_chr1_plus_5_seed_83,4,plus
509,end,cds,chr1,17,10,end,seq_557,,unit_test_region_chr1_plus_5_seed_83,6,plus
510,start,cds,chr1,12,7,start,seq_558,,unit_test_region_chr1_plus_5_seed_84,0,plus
511,start,cds,chr1,13,7,start,seq_559,,unit_test_region_chr1_plus_5_seed_84,1,plus
512,middle,cds,chr1,20,16,middle,seq_56,,unit_test_region_chr1_plus_6_seed_106,12,plus
513,start,cds,chr1,13,7,start,seq_560,,unit_test_region_chr1_plus_5_seed_84,3,plus
514,start,cds,chr1,12,7,start,seq_561,,unit_test_region_chr1_plus_5_seed_84,0,plus
515,start,cds,chr1,11,7,start,seq_562,,unit_test_region_chr1_plus_5_seed_84,1,plus
516,start,cds,chr1,11,7,start,seq_563,,unit_test_region_chr1_plus_5_seed_84,0,plus
517,middle,cds,chr1,20,16,middle,seq_564,,unit_test_region_chr1_plus_6_seed_85,9,plus
518,middle,cds,chr1,22,16,middle,seq_565,,unit_test_region_chr1_plus_6_seed_85,12,plus
519,middle,cds,chr1,23,16,middle,seq_566,,unit_test_region_chr1_plus_6_seed_85,9,plus
520,middle,cds,chr1,21,16,middle,seq_567,,unit_test_region_chr1_plus_6_seed_85,11,plus
521,middle,cds,chr1,21,16,middle,seq_568,,unit_test_region_chr1_plus_6_seed_85,12,plus
522,middle,cds,chr1,21,16,middle,seq_569,,unit_test_region_chr1_plus_6_seed_85,9,plus
523,middle,cds,chr1,21,16,middle,seq_57,,unit_test_region_chr1_plus_6_seed_106,11,plus
524,middle,cds,chr1,20,16,middle,seq_570,,unit_test_region_chr1_plus_6_seed_86,12,plus
525,middle,cds,chr1,22,16,middle,seq_571,,unit_test_region_chr1_plus_6_seed_86,12,plus
526,middle,cds,chr1,23,16,middle,seq_572,,unit_test_region_chr1_plus_6_seed_86,9,plus
527,middle,cds,chr1,23,16,middle,seq_573,,unit_test_region_chr1_plus_6_seed_86,11,plus
528,middle,cds,chr1,22,16,middle,seq_574,,unit_test_region_chr1_plus_6_seed_86,11,plus
529,middle,cds,chr1,20,16,middle,seq_575,,unit_test_region_chr1_plus_6_seed_86,9,plus
530,middle,cds,chr1,21,16,middle,seq_576,,unit_test_region_chr1_plus_6_seed_87,12,plus
531,middle,cds,chr1,20,16,middle,seq_577,,unit_test_region_chr1_plus_6_seed_87,10,plus
532,middle,cds,chr1,20,16,middle,seq_578,,unit_test_region_chr1_plus_6_seed_87,11,plus
533,middle,cds,chr1,21,16,middle,seq_579,,unit_test_region_chr1_plus_6_seed_87,9,plus
534,middle,cds,chr1,23,16,middle,seq_58,,unit_test_region_chr1_plus_6_seed_106,10,plus
535,middle,cds,chr1,22,16,middle,seq_580,,unit_test_region_chr1_plus_6_seed_87,9,plus
536,middle,cds,chr1,21,16,middle,seq_581,,unit_test_region_chr1_plus_6_seed_87,10,plus
537,start,cds,chr1,14,7,start,seq_582,,unit_test_region_chr1_plus_5_seed_88,2,plus
538,start,cds,chr1,14,7,start,seq_583,,unit_test_region_chr1_plus_5_seed_88,3,plus
539,start,cds,chr1,14,7,start,seq_584,,unit_test_region_chr1_plus_5_seed_88,0,plus
540,start,cds,chr1,13,7,start,seq_585,,unit_test_region_chr1_plus_5_seed_88,0,plus
541,start,cds,chr1,12,7,start,seq_586,,unit_test_region_chr1_plus_5_seed_88,1,plus
542,start,cds,chr1,11,7,start,seq_587,,unit_test_region_chr1_plus_5_seed_88,2,plus
543,middle,cds,chr1,22,16,middle,seq_588,,unit_test_region_chr1_plus_6_seed_89,11,plus
544,middle,cds,chr1,21,16,middle,seq_589,,unit_test_region_chr1_plus_6_seed_89,10,plus
545,middle,cds,chr1,21,16,middle,seq_59,,unit_test_region_chr1_plus_6_seed_106,10,plus
546,middle,cds,chr1,23,16,middle,seq_590,,unit_test_region_chr1_plus_6_seed_89,9,plus
547,middle,cds,chr1,23,16,middle,seq_591,,unit_test_region_chr1_plus_6_seed_89,9,plus
548,middle,cds,chr1,21,16,middle,seq_592,,unit_test_region_chr1_plus_6_seed_89,9,plus
549,middle,cds,chr1,22,16,middle,seq_593,,unit_test_region_chr1_plus_6_seed_89,12,plus
550,middle,intergenic_region,chr1,29,24,middle,seq_594,,unit_test_region_chr1_plus_1_seed_9,18,plus
551,middle,intergenic_region,chr1,28,24,middle,seq_595,,unit_test_region_chr1_plus_1_seed_9,19,plus
552,middle,intergenic_region,chr1,29,24,middle,seq_596,,unit_test_region_chr1_plus_1_seed_9,19,plus
553,middle,intergenic_region,chr1,30,24,middle,seq_597,,unit_test_region_chr1_plus_1_seed_9,18,plus
